CourseCode,CourseFullName
 RECL 218 , Tourism Planning and Development
 RECL 219 , Cultural and Heritage Tourism
 RECL 265 , Graduate Research Seminar
 RECL 270 , Graduate Internship in Recreation and Tourism
 RECL 298 , Special Studies
 RECL 299 , Master’s Thesis
 RELS 10A , Elementary Hebrew
 RELS 10B , Elementary Hebrew
 RELS 15A , Intermediate Hebrew
 RELS 15B , Intermediate Hebrew
 RELS 70 ," Gods, Guns, Gurus, Grails-World Religion"
 RELS 90 , Bible History and Literature
 RELS 92 , International Program Studies
 RELS 99 ," Death, Dying and Religions"
 RELS 100W , Writing in the Humanities & Interdisciplinary Arts
 RELS 102A , Advanced Hebrew
 RELS 102B , Advanced Hebrew
 RELS 104 , Asian Philosophy
 RELS 105A , Classical and Koine Greek
 RELS 105B , Classical and Koine Greek
 RELS 109 , Philosophy of Religion
 RELS 111 , Special Topics in Jewish Studies
 RELS 114 , Legacy of Asia
 RELS 120 , Censors and Icons: Arts and Religion
 RELS 122 ," Magic, Science and Religion"
 RELS 131 ," Gender, Sexuality, and Religion"
 RELS 134 , Religion Film & Media
 RELS 137 , Religion in the Black Community
 RELS 142 , Contemporary Buddhism and its Roots
 RELS 144 , Chinese Traditions
 RELS 145 , Middle Eastern Traditions
 RELS 148 , Religion and Anthropology
 RELS 156 ," Islam, Politics and the West"
 RELS 162 , Religion and Political Controversy in the US
 RELS 180 , Individual Studies
 RELS 184 , Directed Reading
 RELS 190 , Senior Seminar in Humanities
 RELS 191 , Religion in America
 RELS 192 , International Program Studies
 RUSS 1A , Elementary Russian I
 RUSS 1B , Elementary Russian II
 SCI 1 , Academic Excellence Workshop
 SCI 2 , Success in Science
 SCI 75 , Fundamentals of Leadership and Career Accelerator
 SCI 90 , Success as Transfer Students
 SCI 101 , Leadership and Career Accelerator
 SCI 105 , Integrated Science Teacher Enhancement
 SCI 110 , Global Themes of Science
 SCI 157SL , Community Action/Community Service
 SCI 180 , Individual Studies
 SCI 184 , Directed Reading
 SCI 299 , Master’s Thesis
 SCED 5 , Human Development and the Natural World
 SCED 174 , Training to Teach
 SCED 175 , Classroom Experiences in Science Teaching
 SCED 184Y , Student Teaching II - Classroom Teaching
 SCED 184Z , Student Teaching III - Classroom Teaching
 SCED 204 , Earth Systems Science for Teachers
 SCED 205 , Methods of Research
 SCED 220 , Theories and Practices in Science Education
 SCED 255 , Advanced Natural Science
 SCED 273 , Secondary School Science
 SCED 285 , Seminar
 SCED 297 , Science Education Research
 SCED 298 , Research
 SCED 375 , Colloquium in Science Education
 SCED 1290R , Culminating Experience Supervision
 EDSC 153 , Student Teaching/Seminar for Interns
 EDSC 162 , Language/Literacy Development of L2 Learners
 EDSC 172A ," Social, Philosophical Multicultural Fdn"
 EDSC 173 , Psychological Foundations of Secondary Teacher Education
 EDSC 184X , Student Teaching I
 EDSC 184Y , Student Teaching II
 EDSC 184Z , Student Teaching III
 EDSC 192 , International Program Studies
 EDSC 200 , Academic Writing Seminar for Professional Educators
 EDSC 246 , Learning Communities: Methods and Management
 EDTE 282 , Assessment and Evaluation
 SOCS 15 , Statistical Applications in the Social Sciences
 SOCS 92 , International Program Studies
 SOCS 137 , California History for Teachers
 SOCS 138 , US History for Teachers
 SOCS 139 , World History for Teachers
 SOCS 177 , Sociology of Education
 SOCS 192 , International Program Studies
 SOCS 195 , Social Science Teacher Preparation
 SSCI 90 , Successfully Negotiating Social Science
 SSED 184Y , Student Teaching II - Classroom Teaching
 SSED 184Z , Student Teaching III - Classroom Teaching
 SSED 378 , Social Science Methods
 SCWK 10 , Introduction to Social Welfare and Social Work
 SCWK 100W , Writing Workshop
 SCWK 107 , Aging and Society
 SCWK 110 , Foundations of Social Work Practice
 SCWK 111 , Generalist Social Work Practice I
 SCWK 112 , Generalist Practice II
 SCWK 120 , Social Welfare Institutions and Policies I
 SCWK 121 , Social Welfare Institutions and Policies II
 SCWK 130 , Human Behavior in the Social Environment I
 SCWK 131 , Human Behavior in the Social Environment II
 SCWK 140 , Introduction to Field Practicum
 SCWK 141 , Field Practicum I
 SCWK 142 , Field Practicum II
 SCWK 170 , Introduction to Research Methods
 SCWK 175 , Social Work Senior Seminar
 SCWK 180 , Individual Studies
 SCWK 192 , Social Work with Families
 SCWK 192I , International Program Studies
 SCWK 200W , Social Work Graduate Writing Course
 SCWK 202 , Social Policy and Services: History and Values
 SCWK 204 , Social Policy Analysis
 SCWK 212 , Human Behavior in Social Environment I
 SCWK 214 , Human Behavior in Social Environment II
 SCWK 215 , Advanced Standing Bridge Integrated
 SCWK 220 , Transcultural Generalist Practice I
 SCWK 221 , Transcultural Generalist Practice II
 SCWK 222 , Transcultural Advanced Generalist Practice I: Family Systems Focus
 SCWK 223 , Transcultural Advanced Generalist Practice II: Community Systems Focus
 SCWK 224 , Advanced Generalist Practice With Spanish Speaking Populations
 SCWK 230 , Social Work Practicum I
 SCWK 231 , Social Work Practicum II
 SCWK 232 , Social Work Practicum III
 SCWK 233 , Social Work Practicum IV
 SCWK 240 , Research Methods and Design
 SCWK 242 ," Research Methods, Data Analysis and Evaluation"
 SCWK 243 , Advanced Standing SW Bridge - Grad
 SCWK 245 , Management in Human Services
 SCWK 250 , Policy Practice in Health and Aging
 SCWK 251 , Social Work in Health and Aging
 SCWK 260 , Policy Practice in Child and Family Welfare
 SCWK 261 , Social Work Practice with Children
 SCWK 262 , Social Work Practice with Adolescents
 SCWK 263 , Social Work and the Law
 SCWK 265 , Child Welfare Practice in Public and Government Systems
 SCWK 267 , Advancing Child Welfare Practice Skills Through Simulation
 SCWK 272 , Social Work in Educational Settings
 SCWK 280 , Policy Practice in Mental Health
 SCWK 281 , Social Work in Mental Health
 SCWK 283 , Psychopharmacology for Social Workers
 SCWK 285 , Social Work and Social Problems
 SCWK 285ITL , Social Work and Social Problems: International Experience
 SCWK 287 , Advanced Generalist Practice in Substance Abuse
 SCWK 298A , Special Study A
 SCWK 298B , Special Study B
 SCWK 299 , Master’s Thesis or Project
 SOCI 1 , Introduction to Sociology
 SOCI 15 , Statistical Applications in the Social Sciences
 SOCI 57 , Community Involvement and Personal Growth
 SOCI 80 , Social Problems
 SOCI 92 , International Program Studies
 SOCI 100W , Writing Workshop
 SOCI 101 , Social Theory
 SOCI 102 , Introduction to Statistics
 SOCI 104 , Quantitative Research Methods
 SOCI 104B , Advanced Quantitative Research Methods
 SOCI 105 , Qualitative Research Methods
 SOCI 105B , Advanced Qualitative Research Methods
 SOCI 116 , Global Society
 SOCI 118 , Sociology of Human Rights and Social Justice
 SOCI 120 , Contemporary Social Issues
 SOCI 122 , Women in the Second Half of Life
 SOCI 127 , Community-Based Participatory Research
 SOCI 140 , Sociology of Media
 SOCI 141 , Environmental Sociology
 SOCI 142 , Critical Native American Studies
 SOCI 143 , Feminist Perspectives on Gender and Education
 SOCI 144 , Education for Liberation
 SOCI 145 , Community Mental Health
 SOCI 146 ," Work, Power, and Leisure"
 SOCI 147 , Education and Global Justice
 SOCI 148 , Current Topics and Trends in Education
 SOCI 151 , Violence in the Family
 SOCI 154 , Sociology and Non-Conforming Behavior
 SOCI 160 , Immigration and Identity
 SOCI 161 , City Life
 SOCI 162 , Race and Ethnic Relations
 SOCI 163 , Social Change
 SOCI 164 , Social Action
 SOCI 165 ," Poverty, Wealth and Privilege"
 SOCI 166 , Medical Sociology
 SOCI 169 , Political Sociology
 SOCI 170 , Sociology of Family
 SOCI 171 , Person and Society
 SOCI 172 ," Lesbian, Gay, Bi, Transgender Studies"
 SOCI 173 , Socialization and Identity
 SOCI 174 , Sexualities
 SOCI 175 , Sociology of Masculinities and Femininities
 SOCI 176 , Sociology of Everyday Life
 SOCI 177 , Sociology of Education
 SOCI 178 , Sociology of Childhood
 SOCI 179 , Sociology of Higher Education
 SOCI 180 , Individual Studies
 SOCI 181 , Service Internship
 SOCI 181B , Sociology Career Capstone
 SOCI 192 , International Program Studies
 SOCI 193 , Behavioral Science in Practice
 SOCI 199H , Senior Honors Project
 SOCI 200 , Sociological Practice
 SOCI 201 , Graduate Sociological Theory
 SOCI 204 , Quantitative Data Analysis
 SOCI 205 , Seminar in Qualitative Research Methods
 SOCI 216 , Seminar in Global Topics
 SOCI 223 , Seminar in Sociological Issues
 SOCI 262 , Seminar in Race and Ethnic Relations
 SOCI 263 , Seminar in Social Change
 SOCI 270 , Seminar in Sociology of Family
 SOCI 275 , Seminar in Gender Issues
 SOCI 281 , Internship in Sociology
 SOCI 298 , Special Study
 SOCI 299 , Master’s Thesis or Project
 SOCI 1290R , Culminating Experience Supervision
 SE 116A , Introduction to Computer Graphics
 SE 116B , Computer Graphics Algorithms
 SE 123A , Bioinformatics I
 SE 123B , Bioinformatics II
 SE 134 , Computer Game Design and Programming
 SE 135 , Object-Oriented Analysis and Design
 SE 137 , Wireless Mobile Software Engineering
 SE 139 , Fundamentals of Data Mining
 SE 152 , Programming Paradigms
 SE 153 , Concepts of Compiler Design
 SE 154 , Formal Languages and Computability
 SE 155 , Introduction to the Design and Analysis of Algorithms
 SE 156 , Introduction to Artificial Intelligence
 SE 157B , Database Management Systems II
 SE 158B , Computer Network Management
 SE 163 , Introduction to Computer Graphics and Augmented Reality
 SE 174 , Server-side Web Programming
 SE 180 , Individual Studies
 SE 188 , Machine Learning for Big Data
 SE 192 , International Program Studies
 SPAN 1A , Elementary Spanish
 SPAN 1B , Elementary Spanish
 SPAN 3 , Special Topics in Practical Spanish
 SPAN 4A , Basic Spanish I
 SPAN 4B , Basic Spanish II
 SPAN 20A , Spanish for Heritage Speakers I
 SPAN 20B , Spanish for Heritage Speakers II
 SPAN 25A , Intermediate Spanish
 SPAN 25B , Intermediate Spanish
 SPAN 92 , International Program Studies
 SPAN 101A , Advanced Spanish
 SPAN 101B , Advanced Spanish
 SPAN 102A , Spanish Culture
 SPAN 102B , Hispanic American Culture
 SPAN 105 , Spanish Phonology
 SPAN 110 , Spanish Morphology and Syntax
 SPAN 111 , Advanced Spanish Conversation
 SPAN 115 , Introduction to Literary Studies in Spanish
 SPAN 120A , Spanish Literature I
 SPAN 120B , Spanish Literature II
 SPAN 132 , Special Topics in Spanish for Careers
 SPAN 140A , Spanish American Literature
 SPAN 140B , Spanish American Literature II
 SPAN 160A , Hispanic Culture
 SPAN 160B , Hispanic Linguistics
 SPAN 160C , Hispanic Literature
 SPAN 170 , Spanish Translation: Theory and Practice
 SPAN 180 , Individual Studies in Spanish
 SPAN 192 , International Program Studies
 SPAN 201 , Modern Spanish
 SPAN 202 , Seminar in Hispanic Civilization and Culture
 SPAN 210 , Old Spanish
 SPAN 220 , Historical Spanish Linguistics
 SPAN 225 , Spanish Dialectology
 SPAN 250 , Seminar in the Siglo de Oro
 SPAN 260 , Seminar in “Modernismo” and the Generation of ‘98
 SPAN 260A , Hispanic Culture
 SPAN 260B , Hispanic Linguistics
 SPAN 260C , Hispanic Literature
 SPAN 270 , Seminar in Contemporary Literature of Spain and Spanish America
 SPAN 280 , Seminar in Romanticism in Spain and Spanish America
 SPAN 298 , Special Study
 SPAN 299 , Master’s Thesis or Project
 EDSE 14A , American Sign Language I
 EDSE 14B , American Sign Language II
 EDSE 102 ," Speech, Language & Typical, Atypical Dev"
 EDSE 104 , Atypical Development in Young Children
 EDSE 105 , Supervision Induction Plan Evaluation
 EDSE 108 , Assessment and Evaluation: Atypical Young Children
 EDSE 110 , Autism Spectrum Disorders
